global_step,grad_norm,loss,train/ssim,train/loss,validation/ssim,validation/loss,validation/num_examples,test/ssim,test/loss,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
12469,,,0.7096385274614606,0.3041959490094866,0.6909477822084271,0.3173881019845596,3554.0,0.7072530286800126,0.3196901152567369,3581.0,3104.9869668483734,3500.909679889679,3104.9869668483734,393.062686920166,2.448456287384033,0.0
12500,0.8246941,0.30075356,,,,,,,,,,,,,,
12814,,,0.7173713956560407,0.2970038822719029,0.6976980575364027,0.3116247620418894,3554.0,0.7149569914348296,0.3135275245545064,3581.0,3184.975640296936,3585.0206513404846,3184.975640296936,397.1476621627808,2.474295854568481,0.0
13000,1.1625845,0.30117527,,,,,,,,,,,,,,
13156,,,0.7159908839634487,0.2963700975690569,0.6964904750808948,0.3105986020373171,3554.0,0.713342636266057,0.3126573517348506,3581.0,3265.178940534592,3669.337741613388,3265.178940534592,401.2246763706207,2.499850273132324,0.0
13500,,,0.7175660814557757,0.2948724882943289,0.6977023852964969,0.3090752648314399,3554.0,0.7150441212082868,0.3111512611046146,3581.0,3345.158392429352,3753.436316490173,3345.158392429352,405.3073470592499,2.524951219558716,0.0
13500,0.54980224,0.3714638,,,,,,,,,,,,,,
13845,,,0.71532256262643,0.2953995977129255,0.6955963461064997,0.3097136781399479,3554.0,0.7127312961419645,0.3117543518526599,3581.0,3425.135952234268,3837.535111904144,3425.135952234268,409.3904237747192,2.5517501831054688,0.0
14000,1.1616908,0.29330882,,,,,,,,,,,,,,
14186,,,0.7118118831089565,0.296609844480242,0.6946787235773073,0.3102079358205543,3554.0,0.710589049082833,0.3124748428118891,3581.0,3505.33468914032,3921.857600450516,3505.33468914032,413.4723401069641,2.582411289215088,0.0
14500,0.2605238,0.30813986,,,,,,,,,,,,,,
14531,,,0.7174301828656878,0.2946562085832868,0.697326557114343,0.3092852298906162,3554.0,0.7146542870575607,0.3109850464037629,3581.0,3585.3805539608,4006.023351430893,3585.3805539608,417.55513167381287,2.6081392765045166,0.0
14876,,,0.71958099092756,0.2919557094573974,0.7009980089555782,0.3053635922991699,3554.0,0.7175018898570581,0.3076299365357093,3581.0,3665.551429748535,4090.3193113803854,3665.551429748535,421.63985228538513,2.637009382247925,0.0
15000,1.1907007,0.30329955,,,,,,,,,,,,,,
15219,,,0.7223419461931501,0.2927793775285993,0.7023029316659046,0.3071652456958708,3554.0,0.719388951672019,0.3093874626937308,3581.0,3745.6916778087616,4174.57737493515,3745.6916778087616,425.7189257144928,2.6646149158477783,0.0
15500,0.9366324,0.30422115,,,,,,,,,,,,,,
