global_step,grad_norm,loss,train/accuracy,train/loss,train/mean_average_precision,validation/accuracy,validation/loss,validation/mean_average_precision,validation/num_examples,test/accuracy,test/loss,test/mean_average_precision,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
39386,,,0.9921956062316896,0.0252446997910738,0.511250873621642,0.9868945479393004,0.0451557002961635,0.272645490614222,43793.0,0.9860411286354064,0.0481909215450286,0.2582591956926438,43793.0,11782.47777724266,17843.572909116745,11782.47777724266,6058.496329307556,1.6405205726623535,0.0
39500,0.025705224,0.02956036,,,,,,,,,,,,,,,,,
40000,0.020995198,0.028798385,,,,,,,,,,,,,,,,,
40183,,,0.9922892451286316,0.0250130258500576,0.5225452270794689,0.986901044845581,0.045349296182394,0.2729705354671894,43793.0,0.986038625240326,0.0483191162347793,0.2562086760981972,43793.0,12022.704268217089,18199.940435647964,12022.704268217089,6174.58575129509,1.6714468002319336,0.0
40500,0.023176044,0.025181089,,,,,,,,,,,,,,,,,
40991,,,0.9924004673957824,0.024641178548336,0.537957910609613,0.9868661761283876,0.0453133098781108,0.2732335115207849,43793.0,0.9859472513198853,0.0484591163694858,0.2610771375571753,43793.0,12262.691478013992,18554.431445121765,12262.691478013992,6289.040021657944,1.7009563446044922,0.0
41000,0.020990374,0.025447484,,,,,,,,,,,,,,,,,
41500,0.024091352,0.027466962,,,,,,,,,,,,,,,,,
41795,,,0.9924507737159728,0.0246262419968843,0.5333804592644633,0.986935555934906,0.0450974069535732,0.2734244707812058,43793.0,0.9860251545906068,0.0482376739382743,0.258896535536681,43793.0,12502.694967746736,18910.314481973648,12502.694967746736,6404.870155096054,1.7307236194610596,0.0
42000,0.02401301,0.026862452,,,,,,,,,,,,,,,,,
42500,0.025391787,0.028359635,,,,,,,,,,,,,,,,,
