global_step,grad_norm,loss,train/accuracy,train/loss,validation/accuracy,validation/loss,validation/num_examples,test/accuracy,test/loss,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
24500,2.596018,3.3658364,,,,,,,,,,,,,,
25000,2.2382562,4.340508,,,,,,,,,,,,,,
25022,,,0.4825390577316284,2.341752767562866,0.4410599768161773,2.543831586837769,50000.0,0.3443000018596649,3.128399610519409,10000.0,10965.16241788864,11779.347505807877,10965.16241788864,812.0153987407684,0.8595268726348877,0.0
25500,2.7080836,3.2177668,,,,,,,,,,,,,,
25975,,,0.5054687261581421,2.183162212371826,0.4658399820327759,2.391172170639038,50000.0,0.3545000255107879,3.0186808109283447,10000.0,11385.145975112917,12235.697974681854,11385.145975112917,848.301506280899,0.8902637958526611,0.0
26000,2.922106,3.1476076,,,,,,,,,,,,,,
26500,2.016219,4.808743,,,,,,,,,,,,,,
26931,,,0.5189648270606995,2.1033716201782227,0.4792599976062774,2.310682535171509,50000.0,0.3725000321865082,2.9614574909210205,10000.0,11805.339718580246,12688.75161910057,11805.339718580246,881.0709578990936,0.9305129051208496,0.0
27000,2.8748982,3.2603178,,,,,,,,,,,,,,
27500,2.8385563,3.216781,,,,,,,,,,,,,,
27885,,,0.5319726467132568,2.045513153076172,0.4841399788856506,2.290728807449341,50000.0,0.3693000078201294,2.930393695831299,10000.0,12225.59505367279,13142.815021753311,12225.59505367279,914.799902677536,0.9597744941711426,0.0
28000,2.8148963,3.1648738,,,,,,,,,,,,,,
28500,2.8517306,3.110649,,,,,,,,,,,,,,
28842,,,0.5350195169448853,2.024923324584961,0.496999979019165,2.221653461456299,50000.0,0.3835000097751617,2.8705570697784424,10000.0,12645.94331908226,13602.059030294418,12645.94331908226,953.6108977794648,0.9948720932006836,0.0
29000,2.300674,3.8279443,,,,,,,,,,,,,,
29500,2.0499797,4.316304,,,,,,,,,,,,,,
29799,,,0.5426366925239563,1.9930421113967896,0.4962999820709228,2.222616195678711,50000.0,0.3903000056743622,2.845533609390259,10000.0,13065.907601118088,14066.07828116417,13065.907601118088,997.576691389084,1.0336031913757324,0.0
30000,2.6746976,2.8300464,,,,,,,,,,,,,,
30500,2.1654348,5.1573315,,,,,,,,,,,,,,
30759,,,0.5582226514816284,1.8914048671722408,0.5114200115203857,2.1356563568115234,50000.0,0.4012000262737274,2.780033826828003,10000.0,13486.169509887695,14524.558580875397,13486.169509887695,1035.710154056549,1.068241834640503,0.0
31000,2.6848245,2.9538138,,,,,,,,,,,,,,
31500,2.728765,2.9595468,,,,,,,,,,,,,,
31716,,,0.5696093440055847,1.8607499599456787,0.5142399668693542,2.12805438041687,50000.0,0.403300017118454,2.7867681980133057,10000.0,13906.422610759735,14980.697907924652,13906.422610759735,1071.5148980617523,1.098806619644165,0.0
32000,2.5005255,3.4466593,,,,,,,,,,,,,,
32500,2.1916559,3.9124663,,,,,,,,,,,,,,
32672,,,0.5730664134025574,1.820569515228272,0.5302799940109253,2.033155679702759,50000.0,0.4157000184059143,2.687333822250366,10000.0,14326.388909578323,15434.29147529602,14326.388909578323,1105.0609011650083,1.130598783493042,0.0
33000,2.7187345,3.0960064,,,,,,,,,,,,,,
33500,2.656147,2.7491484,,,,,,,,,,,,,,
33621,,,0.5838671922683716,1.7662866115570068,0.535860002040863,2.0103554725646973,50000.0,0.417900025844574,2.676462411880493,10000.0,14746.696274280548,15893.421913385391,14746.696274280548,1143.7952399253843,1.1695642471313477,0.0
34000,2.8040125,2.787143,,,,,,,,,,,,,,
34500,2.3669457,3.4269073,,,,,,,,,,,,,,
34573,,,0.6007617115974426,1.6721882820129397,0.5429800152778625,1.9515763521194456,50000.0,0.4266000092029571,2.622030973434448,10000.0,15166.874994754791,16353.72144317627,15166.874994754791,1183.8358619213104,1.1999287605285645,0.0
35000,2.5159523,2.9946108,,,,,,,,,,,,,,
35500,2.2524242,4.104681,,,,,,,,,,,,,,
35530,,,0.5900585651397705,1.734270095825195,0.5461599826812744,1.9654384851455688,50000.0,0.4275000095367431,2.632882833480835,10000.0,15586.89006471634,16807.56308698654,15586.89006471634,1217.5830099582672,1.2297043800354004,0.0
36000,2.7004397,2.6385612,,,,,,,,,,,,,,
36484,,,0.6089453101158142,1.6495379209518433,0.5564799904823303,1.8977562189102173,50000.0,0.4338000118732452,2.585392475128174,10000.0,16006.934529304504,17263.707371473312,16006.934529304504,1253.5988926887512,1.2636237144470217,0.0
36500,2.636397,2.9069738,,,,,,,,,,,,,,
37000,2.678979,2.7545636,,,,,,,,,,,,,,
37440,,,0.6157616972923279,1.5937190055847168,0.563759982585907,1.8479629755020144,50000.0,0.4449000358581543,2.5360238552093506,10000.0,16427.194246530533,17729.283722162247,16427.194246530533,1298.8306069374084,1.2985265254974363,0.0
37500,2.697116,2.6033256,,,,,,,,,,,,,,
38000,2.501856,2.4754233,,,,,,,,,,,,,,
38400,,,0.6366210579872131,1.5172066688537598,0.5677399635314941,1.8366968631744385,50000.0,0.4478000104427337,2.5162038803100586,10000.0,16847.46401500702,18186.68757843972,16847.46401500702,1335.8804173469543,1.3324460983276367,0.0
38500,2.103324,5.2166276,,,,,,,,,,,,,,
39000,2.8479128,2.6485577,,,,,,,,,,,,,,
39361,,,0.6253125071525574,1.580319046974182,0.5726799964904785,1.8311997652053835,50000.0,0.4498000144958496,2.4852004051208496,10000.0,17267.515798330307,18644.169363975525,17267.515798330307,1373.2299056053162,1.3624634742736816,0.0
39500,2.5081644,2.4675176,,,,,,,,,,,,,,
40000,2.0180275,4.438875,,,,,,,,,,,,,,
40318,,,0.636523425579071,1.5090090036392212,0.5835199952125549,1.7715173959732056,50000.0,0.4649000167846679,2.445481777191162,10000.0,17687.836143493652,19103.057171821594,17687.836143493652,1411.718628168106,1.3917474746704102,0.0
40500,2.163339,4.6435704,,,,,,,,,,,,,,
41000,2.305403,3.4150052,,,,,,,,,,,,,,
41265,,,0.6448046565055847,1.478863000869751,0.5865399837493896,1.761332631111145,50000.0,0.4617000222206116,2.4383459091186523,10000.0,18107.49636220932,19557.24630284309,18107.49636220932,1445.8699808120728,1.7200422286987305,0.0
41500,2.2680533,3.9092937,,,,,,,,,,,,,,
42000,2.6658645,2.4524906,,,,,,,,,,,,,,
42218,,,0.6465820074081421,1.4708688259124756,0.5926600098609924,1.7223899364471436,50000.0,0.4670000076293945,2.410362958908081,10000.0,18527.45361971855,20021.525790691376,18527.45361971855,1490.1058139801023,1.7573609352111816,0.0
42500,2.7664325,2.5975513,,,,,,,,,,,,,,
43000,1.9583565,5.0720124,,,,,,,,,,,,,,
43173,,,0.6506640315055847,1.450050950050354,0.5936200022697449,1.710167407989502,50000.0,0.4692000150680542,2.394214391708374,10000.0,18947.717879533768,20477.09490847588,18947.717879533768,1525.3252108097076,1.7933471202850342,0.0
43500,2.8172863,2.3854032,,,,,,,,,,,,,,
44000,2.7567422,2.4187799,,,,,,,,,,,,,,
44124,,,0.6599413752555847,1.391116499900818,0.6062799692153931,1.662405252456665,50000.0,0.4828000366687774,2.3503904342651367,10000.0,19367.72512102127,20934.558821439743,19367.72512102127,1562.6961524486542,1.830763339996338,0.0
44500,2.4526134,3.1284342,,,,,,,,,,,,,,
45000,2.5702481,2.5828686,,,,,,,,,,,,,,
45079,,,0.6740429401397705,1.329019546508789,0.6092399954795837,1.6442941427230835,50000.0,0.4886000156402588,2.321806669235229,10000.0,19787.92154598236,21389.5479490757,19787.92154598236,1597.4061863422394,1.8645439147949217,0.0
45500,2.1298528,4.422615,,,,,,,,,,,,,,
46000,2.1292038,3.7078552,,,,,,,,,,,,,,
46037,,,0.6686718463897705,1.3530316352844238,0.6150599718093872,1.6116976737976074,50000.0,0.4865000247955322,2.3106882572174072,10000.0,20207.886675834656,21843.66777586937,20207.886675834656,1631.4768223762512,1.8995838165283203,0.0
46500,2.6299918,2.5682716,,,,,,,,,,,,,,
