global_step,grad_norm,loss,train/accuracy,train/loss,validation/accuracy,validation/loss,validation/num_examples,test/accuracy,test/loss,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
47744,,,0.5924545526504517,1.927284836769104,0.5535599589347839,2.119499683380127,50000.0,0.4309000074863434,2.7724545001983643,10000.0,8708.554129123688,9091.029710054398,8708.554129123688,380.3906214237213,0.5432441234588623,0.0
48000,0.46537483,3.8092024,,,,,,,,,,,,,,
48500,0.4420044,3.665381,,,,,,,,,,,,,,
49000,0.454872,3.7660894,,,,,,,,,,,,,,
49500,0.4518515,3.7528133,,,,,,,,,,,,,,
50000,0.46461177,3.7240934,,,,,,,,,,,,,,
50500,0.46381438,3.7580738,,,,,,,,,,,,,,
50554,,,0.5901028513908386,1.929429292678833,0.5543199777603149,2.096645832061768,50000.0,0.4266000092029571,2.7711341381073,10000.0,9218.479825258257,9623.909902572632,9218.479825258257,403.2237658500672,0.5750327110290527,0.0
51000,0.45756024,3.6369627,,,,,,,,,,,,,,
51500,0.468032,3.7560475,,,,,,,,,,,,,,
52000,0.466697,3.7666233,,,,,,,,,,,,,,
52500,0.48468825,3.9201694,,,,,,,,,,,,,,
53000,0.4630125,3.7694478,,,,,,,,,,,,,,
53363,,,0.5937101244926453,1.9251199960708616,0.5542399883270264,2.095377206802368,50000.0,0.4374000132083893,2.754514217376709,10000.0,9728.36764883995,10158.485095024109,9728.36764883995,427.7965428829193,0.6011092662811279,0.0
53500,0.47902778,3.893669,,,,,,,,,,,,,,
54000,0.47869158,3.7803025,,,,,,,,,,,,,,
54500,0.46254814,3.703516,,,,,,,,,,,,,,
55000,0.4771356,3.6988032,,,,,,,,,,,,,,
55500,0.47003344,3.7030573,,,,,,,,,,,,,,
56000,0.47489506,3.855005,,,,,,,,,,,,,,
56172,,,0.6036351919174194,1.8868541717529297,0.5629400014877319,2.0698935985565186,50000.0,0.4381000101566314,2.715358018875122,10000.0,10238.427752017977,10692.222826719284,10238.427752017977,451.3575351238251,0.6278159618377686,0.0
56500,0.4839247,3.7353017,,,,,,,,,,,,,,
57000,0.47428888,3.666627,,,,,,,,,,,,,,
57500,0.46829012,3.7143412,,,,,,,,,,,,,,
58000,0.49199376,3.828913,,,,,,,,,,,,,,
58500,0.47536734,3.6809402,,,,,,,,,,,,,,
58981,,,0.6097536683082581,1.850371599197388,0.575980007648468,2.001864433288574,50000.0,0.45660001039505,2.6520166397094727,10000.0,10748.354861974716,11226.00513100624,10748.354861974716,475.08420515060425,0.6614036560058594,0.0
59000,0.4803418,3.707683,,,,,,,,,,,,,,
59500,0.48749927,3.6775756,,,,,,,,,,,,,,
60000,0.48666233,3.693726,,,,,,,,,,,,,,
