global_step,grad_norm,loss,train/accuracy,train/loss,train/mean_average_precision,validation/accuracy,validation/loss,validation/mean_average_precision,validation/num_examples,test/accuracy,test/loss,test/mean_average_precision,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
24889,,,0.990593671798706,0.0312866047024726,0.4036834877808288,0.9866505861282348,0.0449438132345676,0.2563426920614002,43793.0,0.9856540560722352,0.0477289967238903,0.2504933925253517,43793.0,7462.864712953567,11438.8841817379,7462.864712953567,3974.5138549804688,0.872492790222168,0.0
25000,0.007067793,0.03635772,,,,,,,,,,,,,,,,,
25500,0.0068027405,0.032294188,,,,,,,,,,,,,,,,,
25691,,,0.9905317425727844,0.0315911583602428,0.4058234828744679,0.9864395260810852,0.0449906699359416,0.2531692465149944,43793.0,0.9856073260307312,0.0476370863616466,0.2486651442199005,43793.0,7702.922703742981,11796.068321228027,7702.922703742981,4091.589015483856,0.9030063152313232,0.0
26000,0.0068739485,0.03428315,,,,,,,,,,,,,,,,,
26500,0.0067883437,0.032674987,,,,,,,,,,,,,,,,,
26501,,,0.9906776547431946,0.0311601776629686,0.3847811782343088,0.986697256565094,0.0444310829043388,0.2608475840188136,43793.0,0.9858174920082092,0.047003548592329,0.2522577493853196,43793.0,7943.094611883163,12155.601073265076,7943.094611883163,4210.898966789246,0.9333603382110596,0.0
27000,0.00785741,0.03498246,,,,,,,,,,,,,,,,,
27304,,,0.9906051158905028,0.0312874056398868,0.3900828096444012,0.9867220520973206,0.0448036715388298,0.2601339648333406,43793.0,0.9857977032661438,0.0476314574480056,0.2584049320942328,43793.0,8183.269677639008,12516.774696350098,8183.269677639008,4331.848429679871,0.9616117477416992,0.0
27500,0.0069951355,0.031891275,,,,,,,,,,,,,,,,,
28000,0.008091625,0.030826928,,,,,,,,,,,,,,,,,
28105,,,0.9906920790672302,0.0311134215444326,0.3935598998732696,0.9865706562995912,0.0445233322679996,0.2594435283539508,43793.0,0.9857614636421204,0.0472450815141201,0.2597971490331381,43793.0,8423.270768642426,12873.785564899445,8423.270768642426,4448.807866334915,0.9911422729492188,0.0
28500,0.00871745,0.03350987,,,,,,,,,,,,,,,,,
28905,,,0.9906162023544312,0.031410664319992,0.3932863708234818,0.986613631248474,0.044534184038639,0.260449099808771,43793.0,0.9856266975402832,0.0472940392792224,0.2505473953613216,43793.0,8663.30679178238,13231.128353595734,8663.30679178238,4566.064197063446,1.0210652351379397,0.0
29000,0.0069495393,0.036284048,,,,,,,,,,,,,,,,,
29500,0.0061639417,0.034444034,,,,,,,,,,,,,,,,,
29712,,,0.9907676577568054,0.0308998841792345,0.3986741024077358,0.9867419600486756,0.0443255789577961,0.2597302343281836,43793.0,0.9858217239379884,0.0471503213047981,0.2518995441702635,43793.0,8903.500543117523,13590.958433151243,8903.500543117523,4685.651364326477,1.0495333671569824,0.0
30000,0.0060875984,0.033485856,,,,,,,,,,,,,,,,,
30500,0.0070814197,0.03185373,,,,,,,,,,,,,,,,,
30517,,,0.9905664324760436,0.0311983488500118,0.3878365405134064,0.9867748022079468,0.0439961738884449,0.2665757788639038,43793.0,0.9860087037086488,0.0467979907989501,0.2580412722345226,43793.0,9143.683574199677,13951.459356546402,9143.683574199677,4805.918799638748,1.0794861316680908,0.0
31000,0.0070575536,0.033747975,,,,,,,,,,,,,,,,,
31282,,,0.9906517267227172,0.0310647189617156,0.400257267680792,0.98684424161911,0.0444183535873889,0.2688579999485099,43793.0,0.9859362840652466,0.0475554876029491,0.2515294089016096,43793.0,9383.892793655396,14310.127695083618,9383.892793655396,4924.328466176987,1.1089887619018557,0.0
31500,0.005953326,0.031646464,,,,,,,,,,,,,,,,,
32000,0.009993646,0.03383925,,,,,,,,,,,,,,,,,
32088,,,0.9907066226005554,0.0308708660304546,0.405369348012387,0.9868454337120056,0.0441438034176826,0.266349913505409,43793.0,0.9860078692436218,0.046979185193777,0.2602632506597743,43793.0,9624.135488510132,14667.647130012512,9624.135488510132,5041.556356430054,1.1372549533843994,0.0
32500,0.0064523807,0.033647615,,,,,,,,,,,,,,,,,
