global_step,grad_norm,loss,train/accuracy,train/loss,train/mean_average_precision,validation/accuracy,validation/loss,validation/mean_average_precision,validation/num_examples,test/accuracy,test/loss,test/mean_average_precision,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
15376,,,0.9898204803466796,0.0341098345816135,0.3179693093784152,0.9863494038581848,0.0451594851911067,0.2417894211599559,43793.0,0.9855290055274964,0.0478095188736915,0.2371736001193307,43793.0,4580.998894929886,7128.714997291565,4580.998894929886,2546.797088861465,0.5205397605895996,0.0
15500,0.033325095,0.036590237,,,,,,,,,,,,,,,,,
16000,0.032586794,0.03601921,,,,,,,,,,,,,,,,,
16187,,,0.9900246262550354,0.0334860607981681,0.3269363686000759,0.9865214824676514,0.0453250110149383,0.2481080883046401,43793.0,0.9857648611068726,0.0479387640953063,0.2403610079196305,43793.0,4821.05975985527,7489.376768112183,4821.05975985527,2667.3502099514008,0.5480506420135498,0.0
16500,0.036730405,0.034122784,,,,,,,,,,,,,,,,,
16992,,,0.9900742769241332,0.033271636813879,0.3445456189051544,0.9865637421607972,0.0450421795248985,0.2415573938368777,43793.0,0.9857004284858704,0.0475610010325908,0.2407625132408079,43793.0,5061.23433971405,7846.217108726501,5061.23433971405,2783.9670729637146,0.5762526988983154,0.0
17000,0.040181972,0.036216773,,,,,,,,,,,,,,,,,
17500,0.036203243,0.03688633,,,,,,,,,,,,,,,,,
17801,,,0.9900335669517516,0.0333046726882457,0.3374570451025274,0.9866286516189576,0.0451104007661342,0.253386449999942,43793.0,0.9858006238937378,0.0476758629083633,0.2452859557145114,43793.0,5301.316188812256,8205.125508069992,5301.316188812256,2902.745923995972,0.6034753322601318,0.0
18000,0.03739425,0.033477522,,,,,,,,,,,,,,,,,
18500,0.041112978,0.036775216,,,,,,,,,,,,,,,,,
18599,,,0.9902493357658386,0.032605305314064,0.3536353651719711,0.9867119193077089,0.0445793569087982,0.2575182809276847,43793.0,0.9858478307724,0.0473013967275619,0.2453150909456998,43793.0,5541.519265174866,8561.297830581665,5541.519265174866,3018.665987968445,0.6323001384735107,0.0
19000,0.03430247,0.03495748,,,,,,,,,,,,,,,,,
19409,,,0.990375518798828,0.032007660716772,0.3538674814637105,0.9866676330566406,0.0445729419589042,0.2566782032295166,43793.0,0.9858659505844116,0.0472589544951915,0.2441425667395055,43793.0,5781.565552711487,8919.22297334671,5781.565552711487,3136.4967041015625,0.6596133708953857,0.0
19500,0.035982225,0.03407392,,,,,,,,,,,,,,,,,
20000,0.039574523,0.040332958,,,,,,,,,,,,,,,,,
20219,,,0.9905173778533936,0.0317279584705829,0.3757750643404379,0.986718773841858,0.0443478897213935,0.2612687819131636,43793.0,0.9858967065811156,0.0469849295914173,0.2507108852284147,43793.0,6021.578060865402,9275.294137239456,6021.578060865402,3252.50604057312,0.6888718605041504,0.0
20500,0.031730127,0.035132114,,,,,,,,,,,,,,,,,
21000,0.027167788,0.030788573,,,,,,,,,,,,,,,,,
21036,,,0.990422248840332,0.0316912829875946,0.3918879777632951,0.9866907596588136,0.0443518720567226,0.2608266509610955,43793.0,0.9859160780906676,0.0468637980520725,0.254087313650629,43793.0,6261.6524839401245,9633.73119711876,6261.6524839401245,3370.818108558655,0.7184669971466064,0.0
21500,0.028667161,0.030040529,,,,,,,,,,,,,,,,,
21838,,,0.9906229972839355,0.0310697350651025,0.3855145944649325,0.9867740273475648,0.0443107672035694,0.2580274511961145,43793.0,0.9859228134155272,0.0470913685858249,0.249835863245651,43793.0,6501.885349273682,9995.653681278229,6501.885349273682,3492.459653377533,0.7457904815673828,0.0
22000,0.034177657,0.033889886,,,,,,,,,,,,,,,,,
22500,0.029896457,0.031094179,,,,,,,,,,,,,,,,,
22648,,,0.9905841946601868,0.0313014909625053,0.3790522162902059,0.9867504835128784,0.0439491048455238,0.2669128302284818,43793.0,0.9859505891799928,0.0466794930398464,0.2568642340611902,43793.0,6742.0169196128845,10353.376420259476,6742.0169196128845,3610.0016040802,0.7745993137359619,0.0
23000,0.03140365,0.031799078,,,,,,,,,,,,,,,,,
23452,,,0.9907667636871338,0.0305609349161386,0.4044079196744417,0.9868462681770324,0.0439121462404727,0.2699336790481675,43793.0,0.9860761165618896,0.0467271246016025,0.2576107535043137,43793.0,6982.030026435852,10716.43726348877,6982.030026435852,3732.999302864074,0.8038833141326904,0.0
23500,0.02816098,0.032613106,,,,,,,,,,,,,,,,,
24000,0.032330927,0.033490025,,,,,,,,,,,,,,,,,
24260,,,0.9909623265266418,0.0297660026699304,0.4194017179648349,0.9868823885917664,0.0438405871391296,0.268366815627285,43793.0,0.9860853552818298,0.0465683490037918,0.2606243193703981,43793.0,7222.11169719696,11076.157317876816,7222.11169719696,3852.588265657425,0.8326950073242188,0.0
24500,0.028864749,0.031891964,,,,,,,,,,,,,,,,,
25000,0.038331736,0.031650398,,,,,,,,,,,,,,,,,
25069,,,0.990950882434845,0.0299532748758792,0.4115317897795978,0.9869027137756348,0.0438039228320121,0.2743862249327082,43793.0,0.9861119389533995,0.0466546006500721,0.264762448694804,43793.0,7462.089765310287,11430.070878505709,7462.089765310287,3966.474953651428,0.8610608577728271,0.0
25500,0.029454997,0.028991282,,,,,,,,,,,,,,,,,
25886,,,0.991039514541626,0.0294897556304931,0.4417968332082874,0.9868088960647584,0.0437014400959014,0.2722742988572569,43793.0,0.986108124256134,0.0462700985372066,0.2653236445862466,43793.0,7702.255370616913,11785.821524620056,7702.255370616913,4082.010786294937,0.8897280693054199,0.0
26000,0.031969525,0.03293512,,,,,,,,,,,,,,,,,
26500,0.035266068,0.034906466,,,,,,,,,,,,,,,,,
26697,,,0.9911208748817444,0.0292169824242591,0.4233153135012341,0.9868852496147156,0.0437266752123832,0.2767768715635376,43793.0,0.9860908389091492,0.0464969389140605,0.2637438954494305,43793.0,7942.221064567566,12144.46783876419,7942.221064567566,4200.643081188202,0.9173181056976318,0.0
27000,0.02980879,0.03140363,,,,,,,,,,,,,,,,,
27497,,,0.9911388158798218,0.029260478913784,0.4376993035584736,0.9868178367614746,0.0437307320535182,0.2787641158070454,43793.0,0.986030638217926,0.0464610904455184,0.2647588595610969,43793.0,8182.339218378067,12500.639820814133,8182.339218378067,4316.64834022522,0.9455633163452148,0.0
27500,0.03203546,0.029203277,,,,,,,,,,,,,,,,,
28000,0.03455038,0.034091327,,,,,,,,,,,,,,,,,
28307,,,0.9914506077766418,0.0283270347863435,0.452242620813476,0.9868357181549072,0.0435108616948127,0.2799879386128838,43793.0,0.9860205054283142,0.0463335290551185,0.2663346947048202,43793.0,8422.291805744171,12859.048772335052,8422.291805744171,4435.054961681366,0.9742684364318848,0.0
28500,0.030287622,0.029531958,,,,,,,,,,,,,,,,,
29000,0.030835457,0.028715609,,,,,,,,,,,,,,,,,
29116,,,0.9913336634635924,0.0286755580455064,0.4579258608896401,0.986702561378479,0.0438831932842731,0.2778652090964706,43793.0,0.9858849048614502,0.0465607717633247,0.2703301182507443,43793.0,8662.452748060226,13220.005733966827,8662.452748060226,4555.800324678421,1.0042052268981934,0.0
29500,0.030781357,0.028278671,,,,,,,,,,,,,,,,,
29914,,,0.9914525747299194,0.0281254965811967,0.4683592043657039,0.9868706464767456,0.0436442680656909,0.2800471588016398,43793.0,0.9860668182373048,0.0463363528251647,0.2672884705407264,43793.0,8902.502653598785,13581.903505802156,8902.502653598785,4677.592744588852,1.0346863269805908,0.0
30000,0.0314933,0.032154374,,,,,,,,,,,,,,,,,
30500,0.035620317,0.030839276,,,,,,,,,,,,,,,,,
30711,,,0.991433560848236,0.0280260778963565,0.4593116600699521,0.9869940280914308,0.0435382053256034,0.279281260389809,43793.0,0.9861700534820556,0.0462535768747329,0.266500297897029,43793.0,9142.599684000015,13942.41771054268,9142.599684000015,4797.953253269196,1.0668222904205322,0.0
31000,0.030957721,0.030055571,,,,,,,,,,,,,,,,,
31500,0.033561867,0.029350152,,,,,,,,,,,,,,,,,
31512,,,0.9916025996208192,0.0276795998215675,0.4661219092356754,0.9869956374168396,0.0435235500335693,0.2824088238926316,43793.0,0.9861489534378052,0.0462857894599437,0.2686872834085632,43793.0,9382.76790690422,14301.700232744215,9382.76790690422,4917.017812490463,1.0954830646514893,0.0
32000,0.033071607,0.029404683,,,,,,,,,,,,,,,,,
32316,,,0.991662621498108,0.0274422448128461,0.4755325127546793,0.9870054125785828,0.0435215048491954,0.2830120581045507,43793.0,0.9861898422241212,0.0462502688169479,0.2685815376858086,43793.0,9622.83142876625,14659.894820928574,9622.83142876625,5035.09934258461,1.1243128776550293,0.0
32500,0.04017926,0.031309683,,,,,,,,,,,,,,,,,
33000,0.035176188,0.030846061,,,,,,,,,,,,,,,,,
33113,,,0.9917760491371156,0.0270255506038665,0.4986171057037929,0.9870979189872742,0.0435090884566307,0.2870855395922874,43793.0,0.986273229122162,0.0461692810058593,0.2696226061468317,43793.0,9863.016050577164,15019.054170131683,9863.016050577164,5154.024688959122,1.1530115604400637,0.0
33500,0.033854146,0.030083327,,,,,,,,,,,,,,,,,
33925,,,0.9918119311332704,0.0269026886671781,0.4936205999185998,0.9869672060012816,0.0438354983925819,0.2823082174301775,43793.0,0.9861552715301514,0.0464107766747474,0.2677968330039396,43793.0,10103.158504009249,15377.541278362274,10103.158504009249,5272.320310592651,1.1811866760253906,0.0
34000,0.032989044,0.030210163,,,,,,,,,,,,,,,,,
34500,0.03403432,0.028512126,,,,,,,,,,,,,,,,,
34728,,,0.9917868375778198,0.0268036406487226,0.4974044155886684,0.9870249032974244,0.0439516641199588,0.2835585614247423,43793.0,0.9862454533576964,0.0466878376901149,0.2694911983580308,43793.0,10342.95653629303,15735.199508666992,10342.95653629303,5389.863627910614,1.477172613143921,0.0
