global_step,grad_norm,loss,train/accuracy,train/loss,train/bleu,validation/accuracy,validation/loss,validation/bleu,validation/num_examples,test/accuracy,test/loss,test/bleu,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
25500,0.40488318,1.9790847,,,,,,,,,,,,,,,,,
26000,0.38634747,2.0469418,,,,,,,,,,,,,,,,,
26101,,,0.6259080767631531,1.886883854866028,30.179083379715863,0.6362971067428589,1.8235551118850708,26.38466432434868,3000.0,0.6441578269004822,1.772401213645935,25.32138446752374,3003.0,9278.52301311493,16686.78796339035,9278.52301311493,7407.060416698456,0.3685746192932129,0.0
26500,0.41168773,2.0905304,,,,,,,,,,,,,,,,,
27000,0.40770993,2.0063431,,,,,,,,,,,,,,,,,
27500,0.40887827,2.0493639,,,,,,,,,,,,,,,,,
28000,0.4018353,2.027117,,,,,,,,,,,,,,,,,
28474,,,0.6278741359710693,1.876445174217224,30.58005005938892,0.6410459876060486,1.7856191396713257,26.55775990002107,3000.0,0.6514670848846436,1.719996690750122,25.71419687547752,3003.0,10118.453328609468,17981.735468387604,10118.453328609468,7861.975425481796,0.3955018520355224,0.0
28500,0.39884555,2.0377877,,,,,,,,,,,,,,,,,
29000,0.4105654,1.9933382,,,,,,,,,,,,,,,,,
29500,0.39453405,2.0285695,,,,,,,,,,,,,,,,,
30000,0.37768134,1.9977213,,,,,,,,,,,,,,,,,
30500,0.37397763,1.8821675,,,,,,,,,,,,,,,,,
30847,,,0.6271517276763916,1.875803112983704,30.38588754899025,0.645683228969574,1.7459243535995483,27.35620778252776,3000.0,0.6540584564208984,1.6935328245162964,26.00806679697413,3003.0,10958.59934592247,19253.208206653595,10958.59934592247,8293.202862262726,0.4210410118103027,0.0
31000,0.3672305,1.9203053,,,,,,,,,,,,,,,,,
31500,0.37249026,1.9191173,,,,,,,,,,,,,,,,,
32000,0.36797464,1.9551443,,,,,,,,,,,,,,,,,
32500,0.3608969,1.810562,,,,,,,,,,,,,,,,,
33000,0.37401265,1.9738641,,,,,,,,,,,,,,,,,
33220,,,0.6357178092002869,1.811643958091736,30.964162543206665,0.6494277715682983,1.7206015586853027,27.538105689602112,3000.0,0.6602521538734436,1.6538362503051758,26.550878491057823,3003.0,11798.63148379326,20585.520178079605,11798.63148379326,8785.382771253586,0.4463164806365967,0.0
33500,0.3641124,1.9756249,,,,,,,,,,,,,,,,,
34000,0.3509109,1.8769197,,,,,,,,,,,,,,,,,
34500,0.36283913,1.8629966,,,,,,,,,,,,,,,,,
35000,0.35018995,1.8704278,,,,,,,,,,,,,,,,,
35500,0.35955754,1.9329523,,,,,,,,,,,,,,,,,
35593,,,0.6376006007194519,1.795326590538025,31.053307670989863,0.6520687937736511,1.6875280141830444,27.53264112337824,3000.0,0.663203775882721,1.6211374998092651,26.717511510370425,3003.0,12638.748220205309,21891.13416814804,12638.748220205309,9250.780358076096,0.4722471237182617,0.0
36000,0.3585662,1.9366479,,,,,,,,,,,,,,,,,
36500,0.3535686,1.899879,,,,,,,,,,,,,,,,,
37000,0.3628015,1.9979157,,,,,,,,,,,,,,,,,
37500,0.4306062,1.9628272,,,,,,,,,,,,,,,,,
37965,,,0.6497527360916138,1.7091151475906372,32.04856828987185,0.6565572619438171,1.6644614934921265,27.71397684530375,3000.0,0.6659926772117615,1.5949139595031738,27.09271560065603,3003.0,13478.81368470192,23320.12997364998,13478.81368470192,9839.603850126266,0.5021743774414062,0.0
38000,0.33661628,1.884872,,,,,,,,,,,,,,,,,
38500,0.36073327,1.8628412,,,,,,,,,,,,,,,,,
39000,0.34439754,1.8310518,,,,,,,,,,,,,,,,,
39500,0.35273123,1.8657148,,,,,,,,,,,,,,,,,
40000,0.33652884,1.7868651,,,,,,,,,,,,,,,,,
40338,,,0.6435055732727051,1.7565072774887085,31.808233138610035,0.6595454216003418,1.6422971487045288,28.07835434718992,3000.0,0.6697461009025574,1.574199914932251,27.43604887143621,3003.0,14318.843627214432,24623.18568348885,14318.843627214432,10302.526732206345,0.5289435386657715,0.0
40500,0.3553236,1.8799103,,,,,,,,,,,,,,,,,
41000,0.36086515,1.7987348,,,,,,,,,,,,,,,,,
41500,0.34534627,1.8551494,,,,,,,,,,,,,,,,,
42000,0.36547613,1.8413024,,,,,,,,,,,,,,,,,
42500,0.34384412,1.7858701,,,,,,,,,,,,,,,,,
42711,,,0.6435038447380066,1.744189977645874,31.650799330190253,0.6613433361053467,1.6276651620864868,28.393053224055592,3000.0,0.6725001335144043,1.5530000925064087,27.643341196206578,3003.0,15159.088337183,25908.105601787567,15159.088337183,10747.101356744766,0.5549688339233398,0.0
43000,0.33973166,1.7771405,,,,,,,,,,,,,,,,,
43500,0.33531985,1.8455565,,,,,,,,,,,,,,,,,
44000,0.34021935,1.7657151,,,,,,,,,,,,,,,,,
44500,0.32474285,1.8497207,,,,,,,,,,,,,,,,,
45000,0.3318533,1.8027499,,,,,,,,,,,,,,,,,
45083,,,0.6504939198493958,1.6879643201828003,32.02476908456034,0.6653234362602234,1.6043541431427002,28.198855326407323,3000.0,0.6762651801109314,1.5304776430130005,27.993240158895745,3003.0,15999.193945884705,27250.30659008026,15999.193945884705,11249.091786384584,0.5832390785217285,0.0
45500,0.31832877,1.7906823,,,,,,,,,,,,,,,,,
46000,0.35790238,1.7795794,,,,,,,,,,,,,,,,,
46500,0.32444066,1.8371187,,,,,,,,,,,,,,,,,
47000,0.34465188,1.8375182,,,,,,,,,,,,,,,,,
47455,,,0.6478411555290222,1.712612509727478,32.04224538935785,0.6665757298469543,1.591001033782959,28.425250850587027,3000.0,0.6780896186828613,1.5132921934127808,27.913060390684564,3003.0,16839.112189769745,28613.26828479767,16839.112189769745,11772.034071445463,0.608893632888794,0.0
47500,0.33284494,1.8116639,,,,,,,,,,,,,,,,,
48000,0.3273131,1.8376731,,,,,,,,,,,,,,,,,
48500,0.32854426,1.8032345,,,,,,,,,,,,,,,,,
49000,0.32303697,1.7505878,,,,,,,,,,,,,,,,,
49500,0.3104236,1.8092037,,,,,,,,,,,,,,,,,
49828,,,0.6558026075363159,1.6667882204055786,32.43539331962923,0.6666625142097473,1.5765550136566162,28.982425479616044,3000.0,0.6810412406921387,1.493761420249939,28.460115633355112,3003.0,17679.10280394554,29894.178914308548,17679.10280394554,12212.851514816284,0.63606858253479,0.0
50000,0.35394827,1.7832985,,,,,,,,,,,,,,,,,
50500,0.3588986,1.7332861,,,,,,,,,,,,,,,,,
51000,0.3415563,1.7394421,,,,,,,,,,,,,,,,,
51500,0.32498646,1.7247591,,,,,,,,,,,,,,,,,
52000,0.32083902,1.7309555,,,,,,,,,,,,,,,,,
52201,,,0.654120922088623,1.6606074571609497,32.24839582043509,0.667902410030365,1.5687613487243652,28.613720812629968,3000.0,0.6803556084632874,1.4891008138656616,28.43649313404824,3003.0,18519.04047203064,31166.456148386,18519.04047203064,12645.08620762825,0.6676373481750488,0.0
52500,0.33781758,1.794489,,,,,,,,,,,,,,,,,
53000,0.3571563,1.8455181,,,,,,,,,,,,,,,,,
53500,0.33604237,1.7741476,,,,,,,,,,,,,,,,,
54000,0.31852373,1.718316,,,,,,,,,,,,,,,,,
54500,0.3151389,1.6770246,,,,,,,,,,,,,,,,,
54574,,,0.658129870891571,1.6468077898025513,31.868311532831648,0.6713742017745972,1.5561473369598389,29.04187550718383,3000.0,0.6837720274925232,1.4734342098236084,28.643117462667007,3003.0,19359.120665550232,32456.122641563416,19359.120665550232,13094.565346717834,0.7001116275787354,0.0
55000,0.32110682,1.6654421,,,,,,,,,,,,,,,,,
55500,0.31601554,1.7083956,,,,,,,,,,,,,,,,,
56000,0.32526994,1.7806903,,,,,,,,,,,,,,,,,
56500,0.31464386,1.6598431,,,,,,,,,,,,,,,,,
56947,,,0.6687179207801819,1.5735982656478882,33.15393052251328,0.6729984879493713,1.5422427654266355,29.182041544121475,3000.0,0.6852943301200867,1.4579284191131592,28.667188622555702,3003.0,20199.2664103508,33817.35985803604,20199.2664103508,13615.548609256744,0.7321228981018066,0.0
57000,0.32303154,1.8032451,,,,,,,,,,,,,,,,,
57500,0.3152701,1.7173654,,,,,,,,,,,,,,,,,
58000,0.32783124,1.6744803,,,,,,,,,,,,,,,,,
58500,0.32635388,1.8252635,,,,,,,,,,,,,,,,,
59000,0.31643295,1.7288309,,,,,,,,,,,,,,,,,
59320,,,0.661736011505127,1.6122812032699585,32.59593845161208,0.6744615435600281,1.5311570167541504,29.2238247217286,3000.0,0.6868746876716614,1.4448662996292114,29.00632413735738,3003.0,21039.218721151352,35153.80774140358,21039.218721151352,14111.940336704254,0.7595162391662598,0.0
59500,0.32784343,1.8182089,,,,,,,,,,,,,,,,,
60000,0.34359425,1.8082818,,,,,,,,,,,,,,,,,
60500,0.3150453,1.7040442,,,,,,,,,,,,,,,,,
61000,0.3247474,1.7060584,,,,,,,,,,,,,,,,,
61500,0.31832525,1.615417,,,,,,,,,,,,,,,,,
61692,,,0.6636953949928284,1.6126148700714111,32.661907874709684,0.6747963428497314,1.5258315801620483,29.24441031085027,3000.0,0.6882110238075256,1.4359838962554932,29.06128226487907,3003.0,21879.126792669296,36426.15311074257,21879.126792669296,14544.27177977562,0.786595344543457,0.0
62000,0.3247671,1.7815626,,,,,,,,,,,,,,,,,
62500,0.31745955,1.6814816,,,,,,,,,,,,,,,,,
63000,0.35731238,1.7449073,,,,,,,,,,,,,,,,,
63500,0.31885886,1.7803473,,,,,,,,,,,,,,,,,
64000,0.31661788,1.6730901,,,,,,,,,,,,,,,,,
