global_step,grad_norm,loss,train/ssim,train/loss,validation/ssim,validation/loss,validation/num_examples,test/ssim,test/loss,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
18734,,,0.7527142933436802,0.2626189163752964,0.7267254436022791,0.285181134620542,3554.0,0.7438769858497976,0.2864847745152367,3581.0,4462.890167474747,4893.491055011749,4462.890167474747,427.17602372169495,2.77673602104187,0.0
19000,0.04349722,0.30500388,,,,,,,,,,,,,,
19079,,,0.75153991154262,0.2628945963723318,0.726008890180958,0.2849988878343504,3554.0,0.7431817884320022,0.2863072765768989,3581.0,4542.890620470047,4977.5397119522095,4542.890620470047,431.184944152832,2.80401873588562,0.0
19424,,,0.7516966547284808,0.2629279749734061,0.7262926675928532,0.2850967948196574,3554.0,0.7434655396973611,0.2863556820065973,3581.0,4622.981581926346,5061.677402019501,4622.981581926346,435.192480802536,2.831106662750244,0.0
19500,0.009785725,0.2708981,,,,,,,,,,,,,,
19773,,,0.7532954216003418,0.2622714212962559,0.7271295739615574,0.2850855460781425,3554.0,0.7442691380070162,0.2863716012570685,3581.0,4703.119074583054,5145.862374305725,4703.119074583054,439.200425863266,2.858433246612549,0.0
20000,0.013283258,0.26087758,,,,,,,,,,,,,,
20121,,,0.7525474684579032,0.2628331524985177,0.7266395753464406,0.2852304401730444,3554.0,0.7438395568626082,0.2865618823194464,3581.0,4783.279976606369,5230.072713375092,4783.279976606369,443.2096807956696,2.886758804321289,0.0
20469,,,0.7521770341055733,0.2626178775514875,0.7263004987777856,0.2850432302016654,3554.0,0.7434939011885646,0.2862975273142977,3581.0,4863.4693171978,5314.311332464218,4863.4693171978,447.2203223705292,2.913465976715088,0.0
20500,0.018075487,0.20102991,,,,,,,,,,,,,,
20817,,,0.7527296202523368,0.2622814348765782,0.7264288202993107,0.2852158082222495,3554.0,0.7435953480609466,0.28654794019216,3581.0,4943.66006231308,5398.54745721817,4943.66006231308,451.2263534069061,2.94088101387024,0.0
21000,0.03382179,0.3446297,,,,,,,,,,,,,,
21164,,,0.7525794846670968,0.2624640464782715,0.7265662095086522,0.2849762357884602,3554.0,0.7437212021781625,0.286308912816776,3581.0,5023.651568412781,5482.588821411133,5023.651568412781,455.2326352596283,2.972513437271118,0.0
21500,0.010044631,0.19889998,,,,,,,,,,,,,,
21513,,,0.7527766908918109,0.2626313141414097,0.7267969546857415,0.2851443830070431,3554.0,0.7439334361255585,0.2864216088383133,3581.0,5103.852236747742,5566.839339733124,5103.852236747742,459.2431213855744,2.999981164932251,0.0
21858,,,0.752692563193185,0.2620560271399362,0.7261863283448228,0.2850750873245815,3554.0,0.7433648427682561,0.2863634541460136,3581.0,5183.970192432404,5651.008895874023,5183.970192432404,463.2552990913391,3.027423143386841,0.0
22000,0.031073105,0.2343477,,,,,,,,,,,,,,
22208,,,0.752521242414202,0.2624014105115618,0.7262499395487478,0.2850176414614255,3554.0,0.7434523134250209,0.2863459327439961,3581.0,5264.1395926475525,5735.225958347321,5264.1395926475525,467.2634568214417,3.0548110008239746,0.0
22500,0.015831895,0.21811457,,,,,,,,,,,,,,
22558,,,0.7528114318847656,0.2624005590166364,0.7267323817573509,0.2850596482121817,3554.0,0.7438673047638579,0.2863027769172368,3581.0,5344.335184812546,5819.467925310135,5344.335184812546,471.2695596218109,3.0832908153533936,0.0
22900,,,0.753042357308524,0.2620268038340977,0.7266389570949986,0.2850446040937588,3554.0,0.7437618354684445,0.2863584090730592,3581.0,5424.452482700348,5903.6335191726685,5424.452482700348,475.27795791625977,3.11147141456604,0.0
23000,0.015914543,0.22785667,,,,,,,,,,,,,,
23249,,,0.7529505320957729,0.2622390815189906,0.7266496047587225,0.2850709141273477,3554.0,0.7437843337667551,0.2863832253778623,3581.0,5504.539950609207,5987.768899202347,5504.539950609207,479.2857050895691,3.139576196670532,0.0
23500,0.0062818574,0.20757064,,,,,,,,,,,,,,
23596,,,0.7525820732116699,0.2622691903795515,0.7262995370533202,0.2851036642801245,3554.0,0.7434679940571768,0.2863020951506213,3581.0,5584.699256420136,6071.974478960037,5584.699256420136,483.29118943214417,3.168511152267456,0.0
23940,,,0.7528010777064732,0.2621117830276489,0.7264857681265827,0.2850365839986635,3554.0,0.7436136194062413,0.2863404786110723,3581.0,5664.755518913269,6156.082758665085,5664.755518913269,487.3048875331879,3.195014238357544,0.0
24000,0.011417118,0.2657802,,,,,,,,,,,,,,
24287,,,0.752702168055943,0.262070826121739,0.7262469169861424,0.2849965178704892,3554.0,0.7434307695999721,0.2863006975290596,3581.0,5744.751575708389,6240.128853797913,5744.751575708389,491.31409430503845,3.223839282989502,0.0
24500,0.012622567,0.39046952,,,,,,,,,,,,,,
24634,,,0.7530559131077358,0.2621488230569022,0.7267304583084201,0.2850020993071187,3554.0,0.7438988023814926,0.2862419974234676,3581.0,5824.9440269470215,6324.370765209198,5824.9440269470215,495.3233706951141,3.25205397605896,0.0
24978,,,0.752835886819022,0.2621703999383108,0.7265249927458497,0.2850638214094154,3554.0,0.7436753874616029,0.2863346835948408,3581.0,5904.983248233795,6408.459673881531,5904.983248233795,499.3333275318146,3.27996563911438,0.0
